,address,code_district,code_suburb,dock_bikes,free_bases,id,light,name,no_available,number,reservations_count,total_bases,date_time,longitude,latitude,coordinates
28,"Calle Osa de la Vega, 25-103,",10,107,5,18,2335,0,"342 - Calle Osa de la Vega, 25-103",0,342,0,23,2024-02-12 13:34:45,-3.773381,40.374979,"(-3.773381, 40.374979)"
29,"381 - Alfredo Aleix, 7,",11,116,5,19,2337,0,"381 - Alfredo Aleix, 7",0,381,0,24,2024-02-12 13:34:45,-3.7553916,40.3684767,"(-3.7553916, 40.3684767)"
30,"444 - Calle de Valderrobollo, 18,",18,183,20,3,2339,1,"444 - Calle de Valderrebollo, 18",0,444,0,23,2024-02-12 13:34:45,-3.6276352,40.3743481,"(-3.6276352, 40.3743481)"
31,"Calle Conde Duque nº 22,",01,015,3,20,1417,0,13 - Conde Duque,0,13,0,23,2024-02-12 13:34:45,-3.7105,40.4273,"(-3.7105, 40.4273)"
32,"Ventura Rodriguez, 2,",09,092,15,12,1418,2,14 - Ventura Rodríguez,0,14,0,27,2024-02-12 13:34:45,-3.7133069,40.4260425,"(-3.7133069, 40.4260425)"
33,"Calle norte nº 8,",01,015,0,19,1419,0,15 - Norte,0,15,0,19,2024-02-12 13:34:45,-3.7074453,40.4262383,"(-3.7074453, 40.4262383)"
34,"Calle San Bernardo nº 22,",01,015,11,8,1420,2,16 - San Bernardo,0,16,0,19,2024-02-12 13:34:45,-3.7074808485065,40.4229374,"(-3.7074808485065, 40.4229374)"
35,"Plaza de Carlos Cambronero nº 2,",01,015,2,21,1421,0,17 - Carlos Cambronero,0,17,0,23,2024-02-12 13:34:45,-3.704166,40.423126,"(-3.704166, 40.423126)"
36,"Plaza de Pedro Zerolo nº 1,",01,014,2,22,1422,0,18 - Plaza de Pedro Zerolo,0,18,0,24,2024-02-12 13:34:45,-3.6996776,40.4209251,"(-3.6996776, 40.4209251)"
37,"Calle Prim nº 2,",01,014,27,1,1423,1,"19 - Calle Prim, 2",0,19,0,28,2024-02-12 13:34:45,-3.6954983,40.4218616,"(-3.6954983, 40.4218616)"
38,"Calle Alcalá nº 49,",01,013,21,6,1424,1,20a - Banco de España A,0,20a,0,27,2024-02-12 13:34:45,-3.6952465,40.4188076,"(-3.6952465, 40.4188076)"
39,"Calle Jacometrezo nº 3,",01,016,0,0,1425,3,22 - Jacometrezo,1,22,0,3,2024-02-12 13:34:45,-3.7065376,40.4200783,"(-3.7065376, 40.4200783)"
40,"Plaza de Santo Domingo nº 1,",01,011,13,11,1426,2,23 - Santo Domingo,0,23,0,24,2024-02-12 13:34:45,-3.708249,40.4202595,"(-3.708249, 40.4202595)"
41,"Calle Carlos III nº 1,",01,011,11,7,1427,2,24 - Palacio de Oriente,0,24,0,18,2024-02-12 13:34:45,-3.7106495,40.417767,"(-3.7106495, 40.417767)"
42,"Plaza de Celenque nº 1,",01,016,21,3,1428,1,25a - Plaza de Celenque A,0,25a,0,24,2024-02-12 13:34:45,-3.7057791,40.4173703,"(-3.7057791, 40.4173703)"
43,"Plaza de Celenque nº 1,",01,016,19,5,1429,1,25b - Plaza de Celenque B,0,25b,0,24,2024-02-12 13:34:45,-3.7058976,40.4173687,"(-3.7058976, 40.4173687)"
44,"Plaza de las Salesas 7,",01,014,24,3,1430,1,26 - Plaza de las Salesas,0,26,0,27,2024-02-12 13:34:45,-3.6945,40.4239,"(-3.6945, 40.4239)"
45,"Calle Jesús nº 1,",01,013,4,22,1431,0,27 - Huertas,0,27,0,27,2024-02-12 13:34:45,-3.6957,40.4133,"(-3.6957, 40.4133)"
46,"Calle Alcalá nº 27,",01,013,15,3,1432,1,28 - Sevilla,0,28,0,18,2024-02-12 13:34:45,-3.6984583,40.41806,"(-3.6984583, 40.41806)"
47,"Calle del Marqués de Cubas nº 25,",01,013,22,1,1433,1,29 - Marqués de Cubas,0,29,0,23,2024-02-12 13:34:45,-3.6957434,40.4163838,"(-3.6957434, 40.4163838)"
48,"Calle Pavía nº 6,",01,011,16,11,1434,2,30 - San Quintín,0,30,0,27,2024-02-12 13:34:45,-3.711504,40.4192095,"(-3.711504, 40.4192095)"
49,"Calle Mayor nº 20,",01,016,21,6,1435,1,31 - Calle Mayor,0,31,0,27,2024-02-12 13:34:45,-3.7068969,40.4163638,"(-3.7068969, 40.4163638)"
50,"Plaza de la Provincia nº 1,",01,016,10,8,1436,2,32 - Plaza de la Provincia,0,32,0,18,2024-02-12 13:34:45,-3.7061032,40.4150099,"(-3.7061032, 40.4150099)"
51,"Calle Carretas nº 8,",01,016,17,6,1437,1,33 - Carretas,0,33,0,23,2024-02-12 13:34:45,-3.7033305,40.4165873,"(-3.7033305, 40.4165873)"
52,"Plaza de Jacinto Benavente,",01,016,12,12,1438,2,34 - Jacinto Benavente,0,34,0,24,2024-02-12 13:34:45,-3.7036825,40.4146755,"(-3.7036825, 40.4146755)"
53,"Plaza del Cordón,",01,011,5,19,1439,0,35 - Plaza del Cordón,0,35,0,24,2024-02-12 13:34:45,-3.7103285,40.4141931,"(-3.7103285, 40.4141931)"
54,"Plaza de Ramales,",01,011,19,5,1440,1,36 - Plaza Ramales,0,36,0,24,2024-02-12 13:34:45,-3.71183,40.4168,"(-3.71183, 40.4168)"
55,"Plaza de San Francisco nº 5,",01,011,21,3,1441,1,37 - Plaza de San Francisco,0,37,0,24,2024-02-12 13:34:45,-3.714113,40.4108,"(-3.714113, 40.4108)"
56,"Carrera de San Francisco nº 1,",01,011,2,25,1442,0,38 - Plaza de los Carros,0,38,0,27,2024-02-12 13:34:45,-3.7115898,40.4113586,"(-3.7115898, 40.4113586)"
57,"Plaza de la Cebada nº 16 ,",01,011,22,9,1443,1,39 - Plaza de la Cebada,0,39,0,31,2024-02-12 13:34:45,-3.7088337,40.4112744,"(-3.7088337, 40.4112744)"
58,"Plaza del Conde de Romanones nº 9,",01,012,8,10,1444,2,40 - Conde de Romanones,0,40,0,18,2024-02-12 13:34:45,-3.7047949666162405,40.413778406369765,"(-3.7047949666162405, 40.413778406369765)"
59,"Calle Atocha nº 54,",01,012,13,6,1445,2,41 - Antón Martín,0,41,0,19,2024-02-12 13:34:45,-3.6991147,40.4122047,"(-3.6991147, 40.4122047)"
60,"Calle Santa Isabel 32,",01,012,2,25,1446,0,42 - Santa Isabel,0,42,0,27,2024-02-12 13:34:45,-3.6982922,40.4108488,"(-3.6982922, 40.4108488)"
61,"Calle Lavapiés nº 34,",01,012,1,17,1447,0,43 - Jesús y María,0,43,0,18,2024-02-12 13:34:45,-3.702471,40.4100387,"(-3.702471, 40.4100387)"
62,"Calle Mesón de Paredes nº 35,",01,012,3,16,1448,0,44 - Plaza de Nelson Mandela,0,44,0,19,2024-02-12 13:34:45,-3.7038640533106593,40.40979071254635,"(-3.7038640533106593, 40.40979071254635)"
63,"Glorieta de la Puerta de Toledo nº 1,",01,012,18,1,1449,1,45 - Puerta de Toledo,0,45,0,19,2024-02-12 13:34:45,-3.7111034,40.4068659,"(-3.7111034, 40.4068659)"
64,"Calle Ribera de Curtidores nº 28,",02,022,21,6,1450,1,46 - Ribera de Curtidores,0,46,0,27,2024-02-12 13:34:45,-3.7071259,40.4053153,"(-3.7071259, 40.4053153)"
65,"Glorieta de Embajadores nº 6,",02,022,14,10,1451,2,47 - Embajadores 1,0,47,0,24,2024-02-12 13:34:45,-3.7027998,40.4045772,"(-3.7027998, 40.4045772)"
66,"Glorieta de Embajadores nº 2,",01,012,2,22,1452,0,48 - Embajadores 2,0,48,0,24,2024-02-12 13:34:45,-3.7020566,40.4054815,"(-3.7020566, 40.4054815)"
67,"Ronda de Atocha nº 34,",01,012,14,12,1453,2,49 - Casa Encendida,0,49,0,27,2024-02-12 13:34:45,-3.6992774,40.4060533,"(-3.6992774, 40.4060533)"
68,"Calle Santa Isabel nº 57,",01,012,21,3,1454,1,50 - Museo Reina Sofía,0,50,0,24,2024-02-12 13:34:45,-3.6933463,40.4083684,"(-3.6933463, 40.4083684)"
69,"Ronda de Atocha nº 2,",01,012,27,0,1455,1,51 - Ronda de Atocha,0,51,0,27,2024-02-12 13:34:45,-3.6935205,40.4075606,"(-3.6935205, 40.4075606)"
70,"Plaza de Santa Ana nº 10,",01,013,12,2,1456,1,52 - Plaza de Santa Ana,0,52,0,15,2024-02-12 13:34:45,-3.7007164,40.4144226,"(-3.7007164, 40.4144226)"
71,"Calle Valencia nº 1,",01,012,17,7,1457,1,53 - Plaza de Lavapiés,0,53,0,24,2024-02-12 13:34:45,-3.700754126389314,40.40830870823806,"(-3.700754126389314, 40.40830870823806)"
72,"Calle Barceló nº 7,",01,014,11,8,1458,2,54 - Barceló,0,54,0,19,2024-02-12 13:34:45,-3.700392997553259,40.426599101766264,"(-3.700392997553259, 40.426599101766264)"
73,"Plaza de San Ildefonso,",01,015,3,21,1459,0,55 - Plaza de San Ildefonso,0,55,0,24,2024-02-12 13:34:45,-3.7020842,40.4239757,"(-3.7020842, 40.4239757)"
74,"Plaza del Carmen nº 1,",01,016,14,9,1460,2,56 - Plaza del Carmen ,0,56,0,23,2024-02-12 13:34:45,-3.7032414,40.4184192,"(-3.7032414, 40.4184192)"
75,"Calle Santa Cruz del Marcenado nº 24,",01,015,12,11,1461,2,57 - Santa Cruz del Marcenado,0,57,0,23,2024-02-12 13:34:45,-3.7126299,40.4295658,"(-3.7126299, 40.4295658)"
76,"Calle Augusto Figueroa nº 33,",01,014,17,10,1462,2,58 - Augusto Figueroa,0,58,0,27,2024-02-12 13:34:45,-3.6978583,40.4222783,"(-3.6978583, 40.4222783)"
77,"Calle Espíritu Santo nº 30,",01,015,2,17,1463,0,59 - Plaza de Juan Pujol,0,59,0,19,2024-02-12 13:34:45,-3.7043418,40.4255495,"(-3.7043418, 40.4255495)"
78,"Plaza de la Independencia nº 6,",03,035,14,9,1464,2,60 - Plaza de la Independencia,0,60,0,23,2024-02-12 13:34:45,-3.688398,40.419752,"(-3.688398, 40.419752)"
79,"Calle O'Donnell nº 28,",03,034,13,14,1465,2,61 - Narváez,0,61,0,27,2024-02-12 13:34:45,-3.6753139,40.4214551,"(-3.6753139, 40.4214551)"
80,"Calle O'Donnell nº 50,",03,034,20,7,1466,1,62 - O'Donnell,0,62,0,27,2024-02-12 13:34:45,-3.6724968,40.4213148,"(-3.6724968, 40.4213148)"
81,"Calle Ibiza nº 62,",03,034,19,4,1467,1,63 - Ibiza,0,63,0,23,2024-02-12 13:34:45,-3.6708959,40.4179237,"(-3.6708959, 40.4179237)"
82,"Calle Antonio Maura nº 15,",03,035,11,13,1468,2,65 - Antonio Maura,0,65,0,24,2024-02-12 13:34:45,-3.689424797942769,40.4167014469994,"(-3.689424797942769, 40.4167014469994)"
83,"Calle Almadén nº 28,",01,013,6,17,1469,0,67 - Almadén,0,67,0,23,2024-02-12 13:34:45,-3.693225,40.4108472,"(-3.693225, 40.4108472)"
84,"Calle Espalter nº 1,",03,035,7,12,1470,2,68 - Espalter,0,68,0,19,2024-02-12 13:34:45,-3.6913232,40.4127692,"(-3.6913232, 40.4127692)"
85,"Avenida de Alfonso XII nº 54,",03,035,22,5,1471,1,69 - Puerta del Ángel Caído,0,69,0,27,2024-02-12 13:34:45,-3.688822,40.409808,"(-3.688822, 40.409808)"
86,"Avenida de Menéndez Pelayo nº 63,",03,035,23,3,1472,1,70 - Puerta del Doce de Octubre,0,70,0,27,2024-02-12 13:34:45,-3.677872542327878,40.415382385574716,"(-3.677872542327878, 40.415382385574716)"
87,"Calle Doce de Octubre nº 28,",03,034,7,16,1473,0,71 - Doce de Octubre,0,71,0,23,2024-02-12 13:34:45,-3.6739,40.4161,"(-3.6739, 40.4161)"
88,"Calle Doctor Esquerdo nº 99,",03,036,13,10,1474,2,72 - Sainz de Baranda,0,72,0,23,2024-02-12 13:34:45,-3.6696,40.4159,"(-3.6696, 40.4159)"
89,"Avd. Ciudad de Barcelona, 2,",03,035,13,10,2274,2,"80-A - 80A - Avd. Ciudad de Barcelona, 2",0,80-A,0,23,2024-02-12 13:34:45,-3.690538,40.407573,"(-3.690538, 40.407573)"
90,"Avd ciudad de Barcelona , 2,",03,035,22,5,2275,1,"80-B - 80B - Avd ciudad de Barcelona ,2",0,80-B,0,26,2024-02-12 13:34:45,-3.6904748,40.4075211,"(-3.6904748, 40.4075211)"
91,"Adolfo Bioy Casares, 9,",18,183,22,5,2276,1,"447 - Calle de Adolfo Bioy Casares, 9",0,447,0,27,2024-02-12 13:34:45,-3.5981935,40.3668504,"(-3.5981935, 40.3668504)"
92,"Calle San Jenaro, 1,",17,171,9,15,2278,2,"412 - San Jenaro, 1",0,412,0,24,2024-02-12 13:34:45,-3.7043083,40.3500291,"(-3.7043083, 40.3500291)"
93,"Calle  Diamante, 10,",17,174,13,11,2279,2,"415 - Diamante, 10",0,415,0,24,2024-02-12 13:34:45,-3.6877534,40.3532609,"(-3.6877534, 40.3532609)"
94,"Calle Doctor Martín Arévalo, 19,",17,171,20,4,2280,1,"413 - Doctor Martín Arévalo, 19",0,413,0,24,2024-02-12 13:34:45,-3.707413,40.345928,"(-3.707413, 40.345928)"
95,"Calle Zapatoca, 8,",16,164,18,5,2281,1,"545 - Zapatoca, 8",0,545,0,23,2024-02-12 13:34:45,-3.63335803,40.47285235,"(-3.63335803, 40.47285235)"
96,"Plaza Mayor de Barajas, 24,",21,213,8,16,2282,2,"567 - Plaza Mayor de Barajas, 24",0,567,0,24,2024-02-12 13:34:45,-3.5776537,40.4733252,"(-3.5776537, 40.4733252)"
97,"Calle Soto Hidalgo, 2,",21,211,13,14,2283,2,"563 - Soto Hidalgo, 2",0,563,0,27,2024-02-12 13:34:45,-3.5820745,40.4606465,"(-3.5820745, 40.4606465)"
98,"Paseo Reina Cristina,6,",03,031,11,12,2285,2,"281 - Paseo Reina Cristina,6",0,281,0,23,2024-02-12 13:34:45,-3.6831862,40.4067247,"(-3.6831862, 40.4067247)"
99,"Ronda de la comunicacion,",08,086,11,12,2286,2,609 - Ronda de la comunicacion,0,609,0,23,2024-02-12 13:34:45,-3.6626887,40.5157202,"(-3.6626887, 40.5157202)"
100,"calle Moncada 102,",17,172,9,14,2287,2,408 - Moncada 102,0,408,0,23,2024-02-12 13:34:45,-3.692444,40.341725,"(-3.692444, 40.341725)"
101,"Calle Eduardo Barreiros 114,",17,175,14,9,2288,2,409 - Calle Eduardo Barreiros 114,0,409,0,23,2024-02-12 13:34:45,-3.7046436,40.3553495,"(-3.7046436, 40.3553495)"
102,"Calle Fermín Caballero 2,",08,085,4,19,2289,0,606 - Calle Fermín Caballero 2,0,606,0,23,2024-02-12 13:34:45,-3.698485,40.487363,"(-3.698485, 40.487363)"
103,"calle de la huerta de castañeda 26,",10,103,16,8,2290,2,349 - Huerta de Castañeda 26,0,349,0,24,2024-02-12 13:34:45,-3.74201882097404,40.40622095698234,"(-3.74201882097404, 40.40622095698234)"
104,"calle Gregorio Sánchez Herráez 14,",16,166,6,17,2291,0,544 - Gregorio Sánchez Herráez 14,0,544,0,23,2024-02-12 13:34:45,-3.63657,40.477248,"(-3.63657, 40.477248)"
105,"Calle Oña s/n,",16,166,11,12,2292,2,551 - Calle Oña s/n,0,551,0,23,2024-02-12 13:34:45,-3.6658565,40.4891872,"(-3.6658565, 40.4891872)"
106,"calle Ana de Austria s/n,",16,166,14,13,2293,2,552 - calle Ana de Austria s/n,0,552,0,27,2024-02-12 13:34:45,-3.6531502,40.4994394,"(-3.6531502, 40.4994394)"
107,"Avd Fuerzas Armadas (Cercanias Valdebebas),",21,214,11,13,2294,2,542 - Av. Fuerzas Armadas (Cer. Valdebebas),0,542,0,24,2024-02-12 13:34:45,-3.6157178,40.4819961,"(-3.6157178, 40.4819961)"
108,"Paseo de Puerta del Angel, 10 ( metro Lago),",09,091,19,0,2297,1,"320 - Paseo de Puerta del Angel, 10 (M. Lago)",0,320,0,19,2024-02-12 13:34:45,-3.7345247,40.4167792,"(-3.7345247, 40.4167792)"
109,"Calle Estella, 21,",08,086,7,16,2298,0,"608 - Calle Estella, 21",0,608,0,23,2024-02-12 13:34:45,-3.6743568,40.4968198,"(-3.6743568, 40.4968198)"
110,"Paseo de los Pontones, 45,",02,021,15,8,2299,2,"278 - Paseo de los Pontones, 45",0,278,0,23,2024-02-12 13:34:45,-3.7196,40.4040433,"(-3.7196, 40.4040433)"
111,"Calle Luis de Salazar, 11,",05,052,5,18,2300,0,"289 - Calle Luis de Salazar, 11",0,289,0,23,2024-02-12 13:34:45,-3.6649258,40.4474166,"(-3.6649258, 40.4474166)"
112,"Rafaela Aparicio, 10,",16,166,8,18,2301,2,"547 - Rafaela Aparicio, 10",0,547,0,27,2024-02-12 13:34:45,-3.6312179,40.4792396,"(-3.6312179, 40.4792396)"
113,"Calle Berrocal, 9,",17,173,8,19,2302,0,"402 - Calle Berrocal, 9",0,402,0,27,2024-02-12 13:34:45,-3.67615,40.344115,"(-3.67615, 40.344115)"
114,"Tomas Redondo, 7,",16,166,10,13,2303,2,"543 - Tomas Redondo, 7",0,543,0,23,2024-02-12 13:34:45,-3.62913802,40.47178414,"(-3.62913802, 40.47178414)"
115,"Paseo virgen de puerto, 25,",02,021,6,9,2304,2,"277 - Paseo Virgen del Puerto, 25",0,277,0,15,2024-02-12 13:34:45,-3.721178,40.411622,"(-3.721178, 40.411622)"
116,"Menéndez Pelayo, entrada Florida Park,",03,035,22,1,2306,1,"282 - Menéndez Pelayo, entrada Florida Park",0,282,0,23,2024-02-12 13:34:45,-3.6787796,40.4181327,"(-3.6787796, 40.4181327)"
117,"Calle Mayor , 6,",01,016,1,22,2307,0,"1b - Calle Mayor, 6",0,1,0,23,2024-02-12 13:34:45,-3.7054098,40.416465,"(-3.7054098, 40.416465)"
118,"Avda de la Gran Vía de San Francisco, 9 ,",01,011,10,13,2308,2,"263 - Avda  Gran Vía de San Francisco ,  9",0,263,0,23,2024-02-12 13:34:45,-3.712793282384579,40.40833880815136,"(-3.712793282384579, 40.40833880815136)"
119," Calle Babilonia, 19,",21,215,8,15,2309,2,"559 - Calle Babilonia, 19",0,559,0,23,2024-02-12 13:34:45,-3.5882347,40.4675299,"(-3.5882347, 40.4675299)"
120,"Camino de Ganapanes, 40,",08,083,18,6,2311,1,"581 - Camino de Ganapanes, 40",0,581,0,24,2024-02-12 13:34:45,-3.7163093,40.4764797,"(-3.7163093, 40.4764797)"
121,"Calle San Modesto, 42,",08,086,11,13,2312,2,"598 - Calle San Modesto, 42",0,598,0,24,2024-02-12 13:34:45,-3.6923396,40.4858012,"(-3.6923396, 40.4858012)"
122,"Calle Escalona, 2,",10,104,3,24,2313,0,"341 - Calle Escalona, 2",0,341,0,27,2024-02-12 13:34:45,-3.76182259,40.39834576,"(-3.76182259, 40.39834576)"
123,"Avda del Padre Piquer s/n,",10,104,13,11,2314,2,346 - Avda del Padre Piquer,0,346,0,24,2024-02-12 13:34:45,-3.7664844,40.3907438,"(-3.7664844, 40.3907438)"
124,"Avda de las Aguilas, 27,",10,107,12,12,2315,2,"347 - Avda de las Aguilas, 27",0,347,0,24,2024-02-12 13:34:45,-3.768603,40.383554,"(-3.768603, 40.383554)"
125,"Calle Albelda, 6,",15,156,4,20,2316,0,"528 - Albelda, 6",0,528,0,24,2024-02-12 13:34:45,-3.6573666,40.4494225,"(-3.6573666, 40.4494225)"
126,"Paseo de la Venta, 1,",09,091,12,15,2317,2,"312 -  Paseo de la Venta, 1",0,312,0,27,2024-02-12 13:34:45,-3.7528559,40.4077495,"(-3.7528559, 40.4077495)"
127,"Carretera del ZOO, s/n (M. Casa Campo),",09,091,24,2,2318,1,"321 - Carretera del ZOO, s/n (M. Casa Campo)",0,321,0,27,2024-02-12 13:34:45,-3.761051,40.40316,"(-3.761051, 40.40316)"
128,"Calle de las Rosas de Aravaca, s/n,",09,097,11,12,2319,2,"310 - Calle de las Rosas de Aravaca, s/n",0,310,0,22,2024-02-12 13:34:45,-3.7845536,40.4490509,"(-3.7845536, 40.4490509)"
129,"311 - Calle del Profesor Aranguren, 1,",09,093,14,13,2320,2,"311 - Calle del Profesor Aranguren, 1",0,311,0,26,2024-02-12 13:34:45,-3.733574,40.448553,"(-3.733574, 40.448553)"
130,"Calle Felipe IV, 3,",03,035,18,5,2321,1,"283 - Calle Felipe IV, 3",0,283,0,23,2024-02-12 13:34:45,-3.6919057,40.4152082,"(-3.6919057, 40.4152082)"
131,"564 - Avda del Partenon, 16,",21,215,11,12,2322,2,"564 - Avda del Partenon, 16",0,564,0,23,2024-02-12 13:34:45,-3.613867,40.463861,"(-3.613867, 40.463861)"
132,"Calle Caños de San Pedro, 12,",19,191,12,11,2323,2,"468 - Calle Caños de San Pedro, 12",0,468,0,23,2024-02-12 13:34:45,-3.601920499999999,40.4029976,"(-3.601920499999999, 40.4029976)"
133,"465 - Cordel de Pavones, 48,",19,192,10,14,2324,2,"465 - Cordel de Pavones, 48",0,465,0,24,2024-02-12 13:34:45,-3.619645,40.397375,"(-3.619645, 40.397375)"
134,"414 -  Calle de Santa Petronila, 7,",17,174,6,18,2325,0,"414 -  Calle de Santa Petronila, 7",0,414,0,24,2024-02-12 13:34:45,-3.692163,40.350985,"(-3.692163, 40.350985)"
135,"Calle de la Oca, 20,",11,113,8,16,2326,2,"380. - 380 -  Calle de la Oca, 20",0,380.,0,24,2024-02-12 13:34:45,-3.7335492,40.3894333,"(-3.7335492, 40.3894333)"
136,"411 - Calle Domingo Párraga,",17,171,8,15,2327,2,411 - Calle Domingo Párraga,0,411,0,23,2024-02-12 13:34:45,-3.7118183,40.3417533,"(-3.7118183, 40.3417533)"
137,"Jacinto Verdaguer, 12,",11,112,6,18,2328,0,354 - Jacinto Verdaguer,0,354,0,24,2024-02-12 13:34:45,-3.7160526116262793,40.39593854704345,"(-3.7160526116262793, 40.39593854704345)"
138,"318 - Calle Santa Pola, 22,",09,091,17,6,2329,1,"318 - Calle Santa Pola, 22",0,318,0,23,2024-02-12 13:34:45,-3.7370276473602226,40.43205131007265,"(-3.7370276473602226, 40.43205131007265)"
